id,rank,score
4252,119,283.4495150623615
3488,120,283.4112982865046
3023,121,282.93807778924577
2436,122,282.3714936250203
4827,123,282.071301508934
5520,124,281.6778522952803
3820,125,281.0662888145029
1588,126,279.89298189881276
1184,127,277.5510734745486
1207,128,277.27970588930316
0744,129,276.0445440001269
0913,130,275.53158896540526
1772,131,273.28309197585486
5334,132,273.2664094416507
4344,133,272.2967688592852
1730,134,271.9674015519898
4303,135,271.4593302356293
2986,136,270.98785914177927
1449,137,270.78811778320505
3442,138,270.6913099597524
3550,139,269.68992508972934
3837,140,268.9266872357753
5403,141,268.61679461755466
3676,142,267.38133388267
1731,143,266.2664768422665
2172,144,265.7304527860974
3127,145,265.0683603514317
0134,146,264.9667118046307
3622,147,263.8206255250511
3031,148,263.29004976012146
5352,149,263.17924649687507
2655,150,262.434329536936
4470,151,259.5959711034661
1769,152,258.8880229757928
3639,153,258.75810092746246
2343,154,258.67058871247787
3333,155,257.8931540647015
3760,156,257.17063536759446
2873,157,256.4820875090086
4677,158,256.03443900303733
0520,159,255.7942883172047
1125,160,255.78684066787412
3645,161,255.01013070588164
3943,162,254.52923654638744
2159,163,254.27263955553758
5220,164,253.30071673738277
1554,165,253.2766980082382
4592,166,253.1422884978364
1770,167,253.02064563158143
0584,168,252.97049725325826
2201,169,252.67548625262
1805,170,252.61678560051445
4872,171,251.17617173491956
4330,172,250.72464096016898
4489,173,250.32384914479178
2130,174,249.95591048002075
2457,175,249.9420185893813
5080,176,249.61149617649988
5108,177,248.95068308420278
2188,178,248.23807040380737
1481,179,247.79153763091279
3619,180,247.48339123723736
3452,181,247.415003486256
1012,182,247.21702483349117
3445,183,246.78977953141842
4269,184,246.57510351334398
5161,185,246.12407876695625
5000,186,245.29636369902386
3398,187,244.83389970057144
2964,188,242.68389934587418
5343,189,242.48655984961692
5065,190,242.42133772063747
0195,191,241.2046554373447
3981,192,241.14672287630808
0502,193,240.71127118359306
5188,194,240.71088589257513
0125,195,240.29782700240798
1902,196,239.74045797867245
1495,197,239.23424981747235
3456,198,238.05211523398873
4101,199,237.58520921127123
4293,200,236.98997668794442
2610,201,236.33473207011752
0666,202,236.13291836636773
0260,203,235.89064232017154
1474,204,235.087793639951
0609,205,234.71794787926478
2018,206,234.47578049846845
4077,207,234.30834013421935
3776,208,233.7240608971797
3689,209,233.66619801513133
4875,210,233.2715811593254
1979,211,233.0430054536966
0880,212,232.8640030375197
3576,213,232.16260501547083
2443,214,231.9620704116805
1354,215,230.42337592480138
1850,216,230.4049999429015
0559,217,230.33699368615888
3065,218,230.27802704025967
4469,219,230.0879312418651
5544,220,229.45629256117402
3193,221,228.82904694947575
3389,222,228.6841714955976
4362,223,228.66458474350424
3435,224,228.6579344380411
1889,225,227.5679755782228
0671,226,226.75244375179707
5176,227,226.08289226465962
4073,228,225.68765176581113
4412,229,224.37614758388503
1669,230,224.04637017276573
3072,231,223.75063272281363
2789,232,223.65106565614713
4045,233,223.51298933961806
1552,234,223.35839212843544
5098,235,222.0621875005435
4541,236,220.72917949023375
0300,237,220.48597981687317
0318,238,218.42830661464927
3649,239,217.96597452676974
3616,240,217.86073259792886
3911,241,217.81565959819548
2696,242,217.00336501303087
2183,243,216.22398409158444
1268,244,216.0428705919857
1151,245,216.01610046562925
1154,246,215.0717711759949
1139,247,214.34422528478163
1954,248,214.0230711977498
1443,249,213.02755112575144
1701,250,211.9143794086976
4107,251,209.3934663883255
0585,252,209.33822108538104
4065,253,207.52370331108935
2827,254,207.4900312385111
2999,255,207.02973749154688
2971,256,206.82013755664903
4725,257,206.27473065161078
0430,258,206.26074336377428
3170,259,206.0946997520414
3129,260,205.90232668539076
3317,261,205.85059445651518
2175,262,205.45932471174177
2980,263,205.20553752135595
2481,264,204.11751574945052
0986,265,203.79260258229422
1696,266,203.05815023865134
4460,267,202.72001243857446
4092,268,202.30763817310023
5164,269,202.24942723776704
4696,270,200.76685174550514
2711,271,200.48348090145114
0271,272,199.81293788892782
0188,273,199.49946556306392
0612,274,198.54649568417423
2578,275,198.49455593877184
5342,276,198.07549656862795
0360,277,197.5839410789075
3492,278,196.6710858741218
2859,279,196.38334456978197
1447,280,196.31539841732186
1932,281,196.283301413746
0493,282,196.09920411716573
0296,283,195.73181349991506
2856,284,194.3946427578016
1823,285,193.65837226853537
3418,286,192.78659061641923
3211,287,191.88390086035614
0324,288,191.8326837247598
1936,289,191.75775337735024
3889,290,191.5286113427987
0119,291,191.346198805982
0182,292,191.19809523823162
5110,293,190.82896737758998
2930,294,190.77524814852225
1556,295,190.3669631770767
5332,296,189.99409861849765
3075,297,189.77021891812953
5519,298,189.53160159255773
4599,299,189.41108591002558
4492,300,189.05958548084948
1253,301,187.98467137941176
0712,302,187.5221801404633
1269,303,187.1867035393017
1595,304,187.13892818382215
2868,305,187.08954027854264
0309,306,186.92188172542296
4645,307,186.08725763464412
0174,308,186.0452499833498
1573,309,186.01223272613294
4879,310,186.01196284025988
3730,311,185.90282816474956
3987,312,185.85944764697282
5328,313,185.6445193324677
2389,314,185.31553221091968
2771,315,185.10621359268288
4063,316,185.08237474546598
2271,317,184.05776043171215
2368,318,183.86420319072468
0207,319,183.67467957564148
1164,320,183.35263025638093
4410,321,183.1533092041442
0518,322,183.12187191453918
3537,323,183.03105252914827
2769,324,182.25409878996052
2344,325,182.20078876810902
1196,326,181.9359986218
1317,327,181.8393221324121
0178,328,181.83563929730423
5498,329,181.70653573491717
3288,330,181.6754987068174
0229,331,181.26570494806023
5386,332,180.9168257181506
0218,333,180.8158929604014
0568,334,180.79045386831908
1802,335,180.18392033857455
0748,336,179.37185487716346
1029,337,179.02935914675157
4094,338,178.9696010397149
0857,339,178.48615210288798
0345,340,177.92068566609072
2234,341,177.72683005692338
2479,342,177.72003274581752
2330,343,177.71313467696174
3283,344,177.59834274423557
1234,345,177.39000460501097
3540,346,176.81071225084585
4175,347,176.64143495162762
0160,348,176.30754243031714
1068,349,176.27939574069384
4847,350,175.84011626751462
3687,351,175.76263462171732
2806,352,175.67541005968212
2342,353,175.48638728670218
4008,354,175.3730983396443
0074,355,175.06371263742713
1306,356,174.83846906190126
5047,357,174.44897526435528
0920,358,174.25711343276282
5289,359,174.0769567966513
4686,360,173.96725167375834
1578,361,173.91350966005328
0431,362,173.77645322758576
4358,363,173.73126708042423
0860,364,173.70338183778136
1601,365,173.6950752153055
0739,366,173.32723532622717
2502,367,173.0310252220001
0476,368,172.89090664363508
3637,369,172.66749519857714
3116,370,172.57702099340202
1784,371,172.465693660561
1209,372,172.23762337112342
4404,373,172.2070687038123
1227,374,171.82143655800556
0548,375,171.65477184149714
5071,376,171.39625856420722
5362,377,171.38766730675684
0246,378,171.27618359702748
0407,379,171.15380922040703
3079,380,171.0573633250028
0208,381,170.97581983007274
0446,382,170.89353063428536
0323,383,170.88980717878803
5397,384,170.71447324337
0352,385,170.4429511216615
2616,386,170.39471559092203
4558,387,170.33365929100017
4775,388,170.1048888930007
2702,389,169.8331506705072
2292,390,169.82136571328687
4276,391,169.4174893430747
0009,392,169.24727084278166
4580,393,169.0217979056467
4122,394,168.9751159076809
0144,395,168.7788794592364
3572,396,168.74661466785045
0139,397,168.63357721790825
4837,398,168.33294953844867
2125,399,168.21398514845035
4429,400,168.20959613464473
1429,401,167.9517134029883
4000,402,167.89724951043954
1238,403,167.80591614505332
1384,404,167.42845248176135
0100,405,167.4041310075135
0676,406,167.19421067780672
3087,407,167.135576670563
4007,408,167.11103135720674
5224,409,167.090497930864
5226,410,167.04609721868488
4111,411,166.984908804995
2243,412,166.93302926058814
0481,413,166.86806651224063
4977,414,166.8498171007722
4915,415,166.69135042618305
5027,416,166.50005560687924
0325,417,166.28285251878253
1000,418,166.1078814956161
3666,419,166.04969579011728
3348,420,165.8673697491548
3479,421,165.81602129131812
0169,422,165.7967368713687
2055,423,165.78534425852718
1062,424,165.58926834729087
2755,425,165.53009823496913
0550,426,165.3691720455068
1162,427,165.27644138370223
3117,428,165.05490593621815
3480,429,164.99837786635823
3510,430,164.9427203491601
4374,431,164.83650636772848
2065,432,164.79432471998138
1262,433,164.7357439728388
0694,434,164.59353118477367
1202,435,164.56416692184058
3425,436,164.30475728635307
0956,437,164.22525087999912
2745,438,164.19808099644754
2266,439,163.60208894582453
1828,440,163.2827251057705
0815,441,163.22402889414897
3589,442,163.2142734478584
4557,443,163.17094974794472
4999,444,163.13525039625455
0775,445,163.10450250444092
4943,446,162.94882867633507
2811,447,162.9271330745361
1912,448,162.8506802359111
3508,449,162.75173446519676
4449,450,162.70428733100093
3727,451,162.4720634706308
1330,452,162.3647662026213
2314,453,162.29510886560294
3715,454,162.11352577705688
1894,455,162.08161046624886
0567,456,162.01700370747693
4181,457,161.9924997501416
0984,458,161.89221174806403
4685,459,161.81526327850176
4758,460,161.6741954672781
1031,461,161.53717786350194
4667,462,161.4627481971272
3235,463,161.4394404999224
0275,464,161.4165352461426
5487,465,161.24081864162818
1558,466,161.22776415304344
2735,467,160.9867674191113
0117,468,160.9595521542145
0340,469,160.72931615529276
0765,470,160.5020165826428
0931,471,160.29531168465613
2093,472,159.9649200663715
5126,473,159.95062156848226
2712,474,159.68458963022863
0399,475,159.59968507987384
3353,476,159.5184902371946
4245,477,159.50134143961512
3291,478,159.49721241186873
4147,479,159.4696769070514
3703,480,159.43023656262932
4528,481,159.40277635405744
0538,482,159.36457373231755
3332,483,159.18502833950814
4578,484,159.18461762981372
2503,485,159.17283583996036
3926,486,159.16867988485686
2849,487,158.96823833582172
5338,488,158.91575331682463
4800,489,158.7754005849823
2558,490,158.71259478169452
4988,491,158.4536987830731
1867,492,158.40348602303126
5391,493,158.34973563249542
1587,494,158.24425957089494
4990,495,158.19202903338115
3768,496,158.14463793907808
5543,497,157.91106715603522
2948,498,157.8817727808053
1510,499,157.73910905822794
1366,500,157.4573627790784
5279,501,157.429534175489
4807,502,157.31903605581695
2080,503,157.28966094615848
3620,504,157.27719301430392
1466,505,156.7738118145376
0143,506,156.69887409644247
2840,507,156.64350979113328
3955,508,156.60997681301862
0960,509,156.39878584061262
2110,510,156.27947098659644
1334,511,156.25486757346755
4237,512,156.14316605991823
3772,513,156.1112903954172
5291,514,156.08816772075187
0929,515,155.96452589495186
5101,516,155.86950808771
2410,517,155.59976386101008
1885,518,155.45637041050352
4157,519,155.44747655925218
4323,520,155.40617370666504
0107,521,155.3674246690633
4377,522,155.326767858787
4763,523,155.27798270222425
0627,524,155.23162075440436
3171,525,155.13640086874952
2656,526,155.10251540725042
1910,527,154.93775517244558
0443,528,154.84308516963625
0730,529,154.8077948719592
4102,530,154.7039852552167
2408,531,154.68091870023014
3360,532,154.5995192221997
2918,533,154.57541813903674
1177,534,154.38160357569575
0718,535,154.36170888454768
0822,536,154.30827691699156
2624,537,154.2623845014241
5090,538,154.26177355281035
3208,539,154.24654094746785
4549,540,154.22044584944965
4431,541,153.91331219089986
5094,542,153.83329293419047
2757,543,153.75547170958455
2623,544,153.74498887001008
4440,545,153.7278425311425
2133,546,153.71728628283668
4486,547,153.55610328652315
3810,548,153.5507688466359
2089,549,153.4269814390971
2123,550,153.40299432116024
3678,551,153.33412558806646
0039,552,153.33348965632626
4320,553,153.26716973691543
4240,554,153.22579646747096
4796,555,153.19042937456166
1653,556,153.1385907289053
0599,557,153.07020982074164
5456,558,153.02511692831166
0333,559,152.98400727620532
0950,560,152.76188490424394
1876,561,152.6391852491392
1712,562,152.46717916442594
1483,563,152.45769577202412
4336,564,152.368955157141
4780,565,152.31325694767185
0123,566,152.16054693819567
4893,567,151.96737914893882
5015,568,151.9585072687756
4724,569,151.9301308524123
4052,570,151.9082906769541
4110,571,151.88668750156424
3841,572,151.88192693122252
4703,573,151.7108621154672
0944,574,151.69220143521005
3382,575,151.6674166572709
4535,576,151.66063370388486
2779,577,151.63303433097332
2414,578,151.6072558253479
5493,579,151.58417011638267
1391,580,151.57634552264767
2984,581,151.51314915571075
5473,582,151.506051630643
5157,583,151.48953934938731
3405,584,151.45282119802923
2648,585,151.37334491338407
4950,586,151.35232515169187
2807,587,151.269421124961
2144,588,151.26807656752865
4329,589,151.18131738617618
0511,590,151.00690632711542
2415,591,150.88353236820407
3253,592,150.87695544304827
0274,593,150.87364315584304
0795,594,150.49039800166278
4656,595,150.44588064589897
0551,596,150.44440156272503
3146,597,150.35604376738655
1070,598,150.3314063513495
1786,599,150.30576085075097
3771,600,150.27590718992838
0808,601,150.14980067670012
2119,602,149.85867066121352
2049,603,149.85674665523845
0488,604,149.79810650823978
5483,605,149.77987294110312
1572,606,149.5479902828542
1103,607,149.37643896150786
5525,608,149.3241284970306
4199,609,149.28751140237102
1702,610,149.18076008095045
4451,611,149.01342269177408
4661,612,148.976047690291
1866,613,148.9315144721354
0480,614,148.8610226497594
3022,615,148.8035250889891
2171,616,148.4361079917492
2438,617,148.34249258989993
3334,618,148.18862771380793
0782,619,148.14295497599858
4384,620,148.09239411241577
2758,621,148.06826261210853
1799,622,148.04920581589116
2992,623,147.85523153303888
3071,624,147.8197131086879
4089,625,147.80105430951312
1176,626,147.79476120711936
0190,627,147.7133104397515
3108,628,147.62851620345413
1223,629,147.61788758327904
2238,630,147.55715944325337
1486,631,147.3545502923003
3118,632,147.31843502316363
5046,633,147.23442055293776
1393,634,147.1328291201927
3555,635,147.1098730831913
5353,636,147.07010213029136
0326,637,147.0247453029988
0471,638,146.94643354538653
1108,639,146.84537554403627
1291,640,146.83829083548952
0211,641,146.8202776758919
2153,642,146.65190802450024
2508,643,146.4638971476286
4776,644,146.4636573341767
3716,645,146.4378501066932
1988,646,146.36889394237346
2200,647,146.24308639638923
4317,648,146.10287149341755
2485,649,146.08120864674993
2341,650,146.0655060822204
0969,651,146.05848938901443
2147,652,145.96441241600095
4042,653,145.9182261295233
0854,654,145.74956941297893
3650,655,145.73904163472392
4957,656,145.7319389085454
2224,657,145.72581155518287
4340,658,145.541154827771
0657,659,145.52558138047223
2432,660,145.51359059666478
3763,661,145.50620218245234
4613,662,145.44018272179525
4169,663,145.37090428482597
2042,664,145.30634611832923
1185,665,145.14779092619497
2675,666,145.13984635752655
4068,667,145.11706581607027
3660,668,145.06732892495307
2272,669,145.04918871397697
5116,670,145.01756927934184
4266,671,145.00532333502812
4263,672,144.9724996029372
4596,673,144.82678237637103
4501,674,144.79288158372682
1478,675,144.65588161606962
3902,676,144.52893119811083
1981,677,144.50309032650608
2894,678,144.43329062105371
1157,679,144.3962855650882
0203,680,144.2984655562327
3185,681,144.25477808360748
4483,682,144.1889305961505
2975,683,144.17583880581452
0450,684,144.17103452564902
3201,685,144.16102136112707
4360,686,144.14400275139727
3901,687,144.14083751500925
3112,688,144.13673440429156
3372,689,144.1303618375431
3172,690,144.13012061162578
5017,691,144.08653746372428
5202,692,144.08403882226384
1995,693,143.99152589405554
3728,694,143.88905586936204
3122,695,143.87975196042262
2150,696,143.86989160179238
3314,697,143.82719538644412
0861,698,143.8027182492305
2935,699,143.79920715507836
1212,700,143.78743865769556
1785,701,143.780718441973
0004,702,143.7620323779655
0647,703,143.71376107184028
5206,704,143.5741452238929
5152,705,143.499096510727
5135,706,143.49190961921914
3549,707,143.4838586068267
3461,708,143.4421727536931
2633,709,143.38656908570422
1476,710,143.376677505265
1865,711,143.31622073861234
1863,712,143.25723594264582
4720,713,143.0289702348005
0433,714,142.9065475230902
0540,715,142.85311508330943
0884,716,142.7803062361271
5412,717,142.69430923291975
1735,718,142.62316344495272
4014,719,142.5875438038008
2606,720,142.58278344220435
5156,721,142.5181870977227
4743,722,142.503722132583
3861,723,142.38341618142968
3953,724,142.36348971976997
0948,725,142.33213530119102
4523,726,142.2809425482862
2022,727,142.2580587633513
2899,728,142.14842071508485
3246,729,142.14425568676128
2927,730,142.1100360458178
4871,731,142.08156742290956
3630,732,142.04733715476743
4619,733,142.0426469542752
3438,734,141.81007440720265
3500,735,141.71292151607415
2468,736,141.70337511004908
1026,737,141.70109544418165
1057,738,141.70109544418165
0761,739,141.69103741189335
4978,740,141.6694086021184
0892,741,141.61487325496796
5411,742,141.61154046596164
3527,743,141.57360348759445
3718,744,141.5704985008097
4860,745,141.49376652111087
2173,746,141.30318302471474
2027,747,141.18813912125333
0268,748,141.17425601349595
1598,749,141.15503635596593
0487,750,140.88892070477735
5467,751,140.86653337971228
1920,752,140.80722402759852
1278,753,140.73055260864473
0941,754,140.70264765281857
5179,755,140.70261064861367
5070,756,140.6731226133014
3100,757,140.58445916903852
2145,758,140.58051056353634
1927,759,140.57624561282793
5373,760,140.42225230868348
3162,761,140.3714332740596
3489,762,140.33514693513297
1296,763,140.30984234372238
3937,764,140.29390058060548
3824,765,140.2465155135173
4103,766,140.23169682867697
2613,767,140.18110859721966
1663,768,140.12467902892843
2107,769,139.98749909440002
5489,770,139.88750674768357
2476,771,139.8512133041484
5300,772,139.78028481022383
4316,773,139.6856510049027
2802,774,139.6812690105505
4130,775,139.66372728579952
4084,776,139.60772224223487
0910,777,139.58508979464722
3067,778,139.46928489014525
1433,779,139.45145920409078
5314,780,139.4057304975101
3068,781,139.39074314733986
0138,782,139.3824232963687
4991,783,139.36525552994055
2843,784,139.23086691484355
3541,785,139.19191356335426
3930,786,139.17986938122206
4652,787,139.17887537097258
1318,788,139.1695913282589
0935,789,139.1669667447468
0314,790,139.1606786536061
1067,791,139.13575791077255
0171,792,139.054374196642
0485,793,139.04551215815457
1662,794,138.96256367322098
2244,795,138.95302045959437
1923,796,138.93920323524142
3813,797,138.89607398390555
5476,798,138.84600581933816
1728,799,138.8416904623513
3847,800,138.8362644985323
1922,801,138.73244010830203
5470,802,138.72243020211195
4582,803,138.70500454149052
3451,804,138.5021724945592
2615,805,138.49979251771057
3472,806,138.46314488644117
3674,807,138.36431506130435
4075,808,138.3539620170194
0845,809,138.34229795280504
0250,810,138.29880820351255
0242,811,138.29811158357342
1610,812,138.26345272681968
4833,813,138.21918190273308
3030,814,138.2128205466015
2635,815,138.15924278080806
2854,816,138.00462210627788
4878,817,137.9829011666358
0661,818,137.9485164709605
4218,819,137.89842491994443
2725,820,137.87629780468058
0517,821,137.83395510928742
1964,822,137.8303771879694
2959,823,137.80661190340584
0530,824,137.73558860609288
2371,825,137.57892243997424
0364,826,137.49137897385592
2193,827,137.41312509335174
4398,828,137.38692606306813
4901,829,137.38589850684392
2165,830,137.32251005031395
2214,831,137.30510248773948
0148,832,137.25941394650664
5255,833,137.23981062649105
1328,834,137.18650692812994
4267,835,137.15225619888818
1389,836,137.07029070165927
2647,837,137.0580725840287
0742,838,137.0370246181688
1027,839,136.9545651695797
4166,840,136.95137748168344
2649,841,136.94313970331274
1682,842,136.9340509743493
4049,843,136.92713336283612
4787,844,136.92053373005896
2663,845,136.90934562554284
0711,846,136.8976548593583
4388,847,136.84353222274126
3752,848,136.82232782638258
2103,849,136.80588094613037
2477,850,136.76013300242536
4128,851,136.70776793400964
5484,852,136.6880882910263
1963,853,136.68503326527122
1606,854,136.68135026574046
4364,855,136.44316311783794
4802,856,136.44222209782527
1815,857,136.39881779572195
3808,858,136.38346151361614
2651,859,136.37776214492177
0605,860,136.36561630184133
4808,861,136.28273502985408
4966,862,136.28212559788585
0056,863,136.26880999567737
1503,864,136.2434246120131
1750,865,136.22336889147627
0183,866,136.20131585256237
0322,867,136.19027156883237
1756,868,136.17947698365495
4555,869,136.05781296799785
1548,870,136.0342227359058
3265,871,136.03310941717237
1039,872,136.02719582658875
5507,873,136.0253529597126
4381,874,135.97383632811767
3188,875,135.96839478745025
2061,876,135.9396941017681
3321,877,135.88314131883976
2632,878,135.87109005906626
2197,879,135.81847683437076
4933,880,135.81145169984862
1935,881,135.7795677249625
2551,882,135.77379824743392
3816,883,135.76523386093103
1959,884,135.68309307188807
1538,885,135.6797152108045
1424,886,135.61951630061745
2630,887,135.57355556253938
4230,888,135.5314922484168
4375,889,135.40868160615665
0886,890,135.21793968525992
0631,891,135.20927906283606
2096,892,135.1577502862122
0201,893,135.14775018678594
3648,894,135.14016875952743
1122,895,135.1133780108463
4159,896,135.10748308003497
0726,897,135.0200271463161
4200,898,135.00704923246798
5417,899,135.00228997289355
4955,900,134.9912347325805
2185,901,134.97218003545728
2445,902,134.96590887616887
1083,903,134.95894526124724
0205,904,134.9453319573189
5313,905,134.9425578152729
3795,906,134.87088024321721
3721,907,134.8004918623797
1919,908,134.74851656602794
4284,909,134.7130075000653
4270,910,134.69664521134368
3665,911,134.69209766307245
3595,912,134.67304144537587
3741,913,134.5404562164423
5095,914,134.5162373451614
2135,915,134.50077994200475
5492,916,134.41116871517215
3261,917,134.38135158911518
0982,918,134.36458066685995
3294,919,134.35856267620005
0876,920,134.29879887840406
3802,921,134.25139859283016
5193,922,134.22328667173213
4125,923,134.20607818279657
2720,924,134.20076752903182
1420,925,134.16200282718034
2324,926,134.1600364523333
1397,927,134.15665921740873
3082,928,134.07978846908364
0389,929,134.07242000558466
2082,930,134.01691958437115
1647,931,133.9819779190326
1824,932,133.95607634035284
1636,933,133.94886284283297
3012,934,133.89566250864195
3189,935,133.8838158364488
1324,936,133.86906312865347
0382,937,133.835698299648
2111,938,133.80491807491097
2471,939,133.80111000289122
0710,940,133.75033297783625
0278,941,133.69175705609396
4881,942,133.59241122569145
0586,943,133.4920120724145
5486,944,133.47484584907218
0958,945,133.3792244945148
4911,946,133.37862821076217
2585,947,133.37830636685854
1797,948,133.33656667789427
0273,949,133.31751601596903
3197,950,133.27246966200514
3560,951,133.24182602562254
4926,952,133.22421209576123
2228,953,133.15836455222652
5409,954,133.153767607205
2334,955,133.14580940782417
5369,956,133.10631942860064
0210,957,133.0684540869911
3517,958,133.04029813389772
0904,959,133.02730523658627
4546,960,133.0247123814866
1256,961,132.9544996094759
3449,962,132.94644658273882
2891,963,132.9449250903134
1073,964,132.91710330591633
4308,965,132.91514521971214
4803,966,132.91210879749482
0870,967,132.8811196963332
3155,968,132.81589374597402
0422,969,132.7210020903678
1463,970,132.66939456727712
0823,971,132.63628058930823
3225,972,132.57571692684843
2748,973,132.56572695218378
1320,974,132.56076191451226
2247,975,132.51803295656998
4654,976,132.51172135867088
3194,977,132.5096777514306
1143,978,132.50169140879626
4515,979,132.48029125644138
0497,980,132.45339228712066
3627,981,132.44678839897654
0827,982,132.414035504192
3832,983,132.4070033386339
0343,984,132.40504881286725
0927,985,132.30672675321014
4497,986,132.25956886210247
5541,987,132.25244689717408
0596,988,132.2374009194539
3972,989,132.2351177098172
0412,990,132.22645359768387
4403,991,132.2172341768788
3329,992,132.17980163085255
0357,993,132.1780886887119
3166,994,132.10093662793813
3583,995,132.0300788841668
0582,996,131.96670490517462
4055,997,131.96603113669434
2569,998,131.9492679481299
4354,999,131.90951052145957
0937,1000,131.90441690735048
1857,1001,131.8157078240815
4804,1002,131.7845262098685
2267,1003,131.6983836683141
0814,1004,131.65613266663578
0308,1005,131.5893760018386
5185,1006,131.54433522931203
4575,1007,131.5113994681953
4096,1008,131.49516119168374
1842,1009,131.48625704510482
3325,1010,131.4585161064915
2348,1011,131.41677771360847
3677,1012,131.39644955833398
1711,1013,131.36740624895353
5296,1014,131.33737768281384
0527,1015,131.25909943618424
5553,1016,131.2564433409222
0851,1017,131.25128930783148
3139,1018,131.2154555312279
3652,1019,131.0811497687569
4854,1020,131.08066973303676
0542,1021,131.06827804946704
2549,1022,131.05197241929
3487,1023,131.04579397022414
4461,1024,131.04533052743184
5247,1025,131.04306624266806
3343,1026,130.96897371096972
4848,1027,130.96645463601953
4628,1028,130.96396937109614
5415,1029,130.96068833385272
2245,1030,130.94346290184737
2520,1031,130.9259811684548
3581,1032,130.90282024754913
0299,1033,130.8925641648701
4468,1034,130.8832714244766
5273,1035,130.87247638703542
1673,1036,130.83964483715445
0397,1037,130.80392516714116
4793,1038,130.78526788598742
4297,1039,130.75600205380337
4587,1040,130.69523596851144
0979,1041,130.6794671555539
1147,1042,130.6752510473375
2160,1043,130.62621284669484
3377,1044,130.60448497591113
3746,1045,130.5805305262466
3483,1046,130.56627433933238
2071,1047,130.56412395229628
5023,1048,130.5627910916616
2413,1049,130.55342265417613
3041,1050,130.5414540119145
0705,1051,130.52919794708004
3899,1052,130.51695397381846
0153,1053,130.4535022140882
1148,1054,130.40483220944984
1287,1055,130.37696448680893
2373,1056,130.37690091580555
4241,1057,130.3334131214508
1715,1058,130.19965560835385
0492,1059,130.1851773251415
3240,1060,130.14849083015721
1266,1061,130.05499089327412
3200,1062,130.02674960246978
4551,1063,130.01662476629255
0762,1064,129.97067571260928
2792,1065,129.96609163439024
3262,1066,129.8570959675663
2487,1067,129.8188970113292
2466,1068,129.78812195179802
1303,1069,129.78347168469904
1951,1070,129.78062488694735
1583,1071,129.7141873574183
2595,1072,129.70897721250805
4204,1073,129.70523296983254
